id,name,x86_64-linux,aarch64-linux,aarch64-darwin
linuxPackages_xanmod_stable.mbp2018-bridge-drv,329218300,,
linuxPackages_xanmod_stable.tsme-test,329218342,,
linuxPackages_xanmod_stable.vhba,329218352,,
linuxPackages_xanmod_stable.vmm_clock,329218357,,
linuxPackages_zen.drbd,329141868,,
linuxPackages_zen.facetimehd,329141871,,
linuxPackages_zen.lkrg,329141896,,
linuxPackages_zen.lttng-modules,329141899,,
linuxPackages_zen.mbp2018-bridge-drv,329141901,,
linuxPackages_zen.openrazer,329141912,,
linuxPackages_zen.tsme-test,329141943,,
linuxPackages_zen.vhba,329141950,,
linuxPackages_zen.vmm_clock,329141957,,
linuxkit,,,328736038
live555,,,328468219
lixPackageSets.git.nix-serve-ng,,329242349,329142023
lixPackageSets.latest.nix-serve-ng,,329242382,329142082
lixPackageSets.lix_2_94.nix-serve-ng,,329242412,329142145
lixPackageSets.lix_2_95.nix-serve-ng,,329242437,329142206
lixPackageSets.stable.nix-serve-ng,,329242469,329142263
llama-cpp-vulkan,,,329142299
llvmPackages_18.compiler-rt-libc,,,328468971
llvmPackages_18.compiler-rt,,,328468967
llvmPackages_22.compiler-rt-no-libc,,328469627,
lnx,328469792,328469824,
loki,,,328470052
lomiri-qt6.lomiri-thumbnailer,329142380,329142379,
lttoolbox,,,328470456
lttv,328850157,328850163,
lua55Packages.lua-https,328473526,328473518,328473549
macopix,328850613,328850630,
mactop,,,328737314
maiko,,,328476011
makehuman,329142615,329142611,329142620
mame-tools,,,328973694
mame,,,328973693
marimo,329225794,329225796,329225792
maskromtool,,,328973755
mathemagix,328476842,,
mattermost-desktop,,,329218559
mayo,,,328973812
mcdreforged,329242533,329242530,329242531
mcp-nixos,,,329225802
mediagoblin,,,329225806
mediasynclite,,,328477558
meshcentral,,328951514,
meshtasticd,329142831,329142832,
metadata,328951512,328951513,328477895
metapixel,,,328477935
micronucleus,,,328478068
migrate,328478144,328478122,
minc_tools,328912255,328912254,
mini-httpd,328478246,328478237,
minitube,329142864,329142875,
mir,329225850,,
mlflow-server,329225866,329225872,329225871
mlkit,,328478767,328478779
mlt,,,328985222
mlton20130715,328478822,,
mlton20210117,,,328478800
mobsql,,,328738480
mono_repo,329143119,329143126,
monotone,,,328479220
moon,328479237,328479234,328479229
moosefs,,,328738607
mosml,,,328479555
motoc,,,328479544
mpich-pmix,,,328479774
mpich,,,328479759
mplayer,,,328479775
mrpack-install,,,328738990
msieve,,,328480199
mspds,328480255,328480239,328480254
mucommander,,,328985298
mudlet,328974051,328974062,
multipart-parser-c,,,328480407
mup,328851771,328851765,
mysql-shell-innovation,,,329143229
mysql-shell,,,329143224
mysql-shell_8,,,329143232
